archieve_ident,title,classification,platform
ML.4154,Colorado Lightning Mapping Array (LMA) Real Time Calendar,Lightning,
ML.4155,Oklahoma Lightning Mapping Array (LMA) Realtime Calendar,Lightning,
ML.4156,West Texas Lightning Mapping Array (WTLMA) Real Time Calendar,Lightning,
ML.4304,United States Precision Lightning Network  (USPLN) Last 5 Minute Lightning Strike Imagery,Lightning,
ML.4305,National Lightning Detection Network (NLDN) Last 5 Minute Lightning Strike Imagery,Lightning,
ML.4379,Lightning Mapping Array Real Time Imagery,Lightning,
ML.4591,Lightning Flash Data Set,Lightning,
ML.4596,Earth Networks Total Lightning Network (ENTLN),Lightning,
ML.5021,USPLN/NAPLN Data Access Information and Registration,Lightning,
ML.5094,NAPLN Lightning Data,Lightning,
ML.5095,UAH MIPS Electric Field Mill Data,Lightning,
245.B69-001,Akutan Field Report for the Local and Traditional Knowledge component of the Bering Sea Integrated Ecosystem Research Program (B69),Local and Traditional Knowledge,Social Science Interview
245.B69-002,Emmonak Field Report for the Local and Traditional Knowledge component of the Bering Sea Integrated Ecosystem Research Program (B69),Local and Traditional Knowledge,Social Science Interview
245.B69-003,"2008 Comprehensive Subsistence Harvest Survey, Emmonak, Togiak, and Akutan, Alaska (B69)",Local and Traditional Knowledge,Social Science Interview
245.B69-004,"2009 Comprehensive Subsistence Harvest Survey, Savoonga, Alaska (B69)",Local and Traditional Knowledge,Social Science Interview
245.B69-005,"Bering Sea Project, Subsistence Harvest Monitoring Results for St. Paul Island, Alaska from 1999 to 2009. (B69)",Local and Traditional Knowledge,Social Science Interview
245.B69-006,"Bering Sea Integrated Ecosystem Research Project, Local and Traditional Knowledge Component, St. Paul Island (B69)",Local and Traditional Knowledge,Social Science Interview
255.029,"Reindeer Herder Annual Migration Routes in Nenets Autonomous Okrug, Russian Federation",Local and Traditional Knowledge,
255.030,"Subsistence Areas in Nenets Autonomous Okrug, Russian Federation",Local and Traditional Knowledge,
255.031,"Study Area in Nenets Autonomous Okrug, Russian Federation",Local and Traditional Knowledge,
255.061,Regional Alaska Community Meetings,Local and Traditional Knowledge,Social Science Interview
106.230,Search Coil Magnetometer Array Data on Svalbard,Magnetic Field,
347.004,"S-PolKa Radar, S-Pol site webcam images, looking east",Maldives,"Radar, S-Pol"
347.005,"S-PolKa Radar, S-Pol site webcam images, looking north",Maldives,"Radar, S-Pol"
347.006,"S-PolKa Radar, S-Pol site webcam images, looking south",Maldives,"Radar, S-Pol"
347.007,"S-PolKa Radar, S-Pol site webcam images, looking west",Maldives,"Radar, S-Pol"
347.008,Gan ARM AMF Radiosonde L3 Data (ESC Format),Maldives,ARM AMF Sonde
347.013,Male Radiosonde L3 Data (ESC Format),Maldives,"Rawinsonde, Other"
347.017,"S-PolKa Radar, fully corrected, merged, final moments data in cfRadial format",Maldives,"Radar, S-Pol"
347.098,"TOGA Radar, final moments data in cfRadial format, fully corrected, ver-1",Maldives,"Radar, Research Doppler"
347.110,"TOGA Radar, 2-Km gridded parameters in NetCDF format, corrected, ver-1",Maldives,"Radar, Research Doppler"
347.111,"SMART-R1 Radar, moments data in cfRadial format, corrected, ver-1",Maldives,"Radar, Research Doppler"
347.112,"SMART-R1 Radar, moments data in Universal format, corrected, ver-1",Maldives,"Radar, Research Doppler"
347.115,"SMART-R1 Radar, miscellaneous product files, tar archives ver-1",Maldives,"Radar, Research Doppler"
347.116,"SMART-R1 Radar, moments data in original Sigmet format, uncorrected",Maldives,"Radar, Research Doppler"
347.139,University of Miami Addu Atoll Scanning Radiometer Raw Brightness Temperature Data,Maldives,Radiometer
347.140,University of Miami Addu Atoll Scanning Radiometer PRELIMINARY Water Vapor and Liquid Water Path Data,Maldives,Radiometer
347.141,University of Miami Addu Atoll Surface Weather Station Data,Maldives,Meteorological Tower
347.142,University of Miami Addu Atoll Scanning Radiometer and Surface Weather Imagery,Maldives,Radiometer
ML.3388,"S-PolKa Radar, fully corrected, final moments data in DORADE format",Maldives,
ML.3389,"S-PolKa Radar, uncorrected in-field, moments data in cfRadial format",Maldives,
ML.3390,"S-PolKa Radar, uncorrected in-field, moments data in DORADE format",Maldives,
ML.3391,"S-PolKa Radar, uncorrected in-field, raw covariances in cfRadial format",Maldives,
ML.3392,"S-PolKa Radar, uncorrected in-field, moments data in CIDD/mdv format",Maldives,
ML.3393,"S-PolKa Radar, in-field (w/ some corrections), Particle ID and Rainfall in cfRadial format",Maldives,
ML.3394,"S-PolKa Radar, in-field (w/ some corrections), Particle ID and Rainfall in DORADE format",Maldives,
ML.3395,"S-PolKa Radar, uncorrected in-field, miscellaneous operational support data in CIDD/mdv format",Maldives,
ML.3396,"S-PolKa Radar, uncorrected in-field, dual-wavelength humidity retrieval files",Maldives,
ML.3401,"SMART-R1 Radar, uncorrected in-field, moments data in cfRadial format",Maldives,
ML.3402,"SMART-R1 Radar, uncorrected in-field, moments data in DORADE format",Maldives,
ML.3403,"SMART-R1 Radar, uncorrected in-field, moments data in CIDD/mdv format",Maldives,
ML.3550,Maldivian Meteorological Service (MMS) Surface Data,Maldives,
ML.3551,Male AWS Data,Maldives,
ML.3674,SMART-R Imagery,Maldives,
ML.3675,SPOL Transparent S Band DBZ 2 Degree Imagery,Maldives,
ML.3676,SPOL Ka Band Imagery,Maldives,
ML.3677,SPOL S Band Imagery,Maldives,
ML.3678,SMART-R and SPOL S Band Radar Comparison Products,Maldives,
ML.3679,SPOL S and SPOL Ka Radar Comparison Products,Maldives,
ML.3710,ARM Gan X-Band Scanning ARM Cloud Radar (XSACR) Products,Maldives,
ML.3711,ARM Gan Derived Products,Maldives,
ML.3712,ARM Gan Ka-Band Scanning ARM Cloud Radar (KASACR) Products,Maldives,
ML.3716,ARM Gan Cimel Sunphotometer (CSPHOT) Data,Maldives,
ML.3717,ARM Gan Eddy Correlation Flux (ECOR) Data,Maldives,
ML.3718,ARM Gan QCRAD Radiation VAP Data,Maldives,
ML.3722,ARM Gan Surface Meteorological (MET) Data,Maldives,
ML.3723,ARM Gan Multifilter Rotating Shadowband Radiometer (MFRSR) Data,Maldives,
ML.3724,ARM Gan Cloud mask from Micropulse Lidar (MPLCMASK) VAP Data,Maldives,
ML.3725,ARM Gan Microwave Radiometer (MWR) Retrievals VAP Data,Maldives,
ML.3727,ARM Gan Rain Gauge (RAIN) Data,Maldives,
ML.3728,ARM Gan Radar Wind Profiler (RWP) Data,Maldives,
ML.3729,ARM Gan Surface Energy Balance System (SEBS) Data,Maldives,
ML.3730,ARM Gan Sky Radiometers on Stand for Downwelling Radiation (SKYRAD) Data,Maldives,
ML.3731,ARM Gan Total Sky Imager (TSI) Data,Maldives,
ML.3732,ARM Gan Vaisala Ceilometer (VCEIL) Data,Maldives,
ML.3733,ARM Gan Video Disdrometer (VDIS) Data,Maldives,
ML.4000,ARM Gan High Spectral Resolution Lidar (HSRL) Data,Maldives,
ML.4001,ARM Gan Ka-Band Scanning ARM Cloud Radar (KASACR) Data,Maldives,
ML.4002,ARM Gan Ka ARM Zenith Radar (KAZR) Data,Maldives,
ML.4003,"ARM Gan Microwave Radiometer, 3 Channel (MWR3C) Data",Maldives,
ML.4004,ARM Gan X-Band Scanning ARM Cloud Radar (XSACR) Data,Maldives,
ML.4023,S-PolKa Radar Surveillance Scan Image Browser,Maldives,
ML.4033,ARM Gan KAZR-ARSCL VAP Data,Maldives,
ML.4034,ARM Gan Planetary Boundary Layer Height Evaluation Product Data,Maldives,
ML.4062,"ARM Gan Aerosol Optical Depth, derived from MFRSR/NIMFR (MFRSRAOD) VAP Data",Maldives,
ML.4095,ARM Gan Cloud Microbase-kazr Profiles (ka) VAP Data ,Maldives,
ML.4531,ARM Gan Merged Sounding Value Added Product,Maldives,
ML.4634,"ARM Gan KAZR-SPOL Combined Retrieval, Microphysical Retrievals & Heating Rates Data Product",Maldives,
ML.4808,ARM Gan Calibrated KAZR Data,Maldives,
ML.4809,ARM Gan Radiative Flux Analysis Evaluation Product,Maldives,
ML.4824,Nagoya University Gan Disdrometer Data,Maldives,
ML.4851,ARM Gan Planetary Boundary Layer Height Value Added Product: Radiosonde Retrievals,Maldives,
ML.4852,ARM Gan Planetary Boundary Layer Height Value Added Product: Radiosonde Retrievals with Yearly Output,Maldives,
ML.4854,Gan MMS Radiosonde L3 Data (ESC Format),Maldives,
106.427,Adaptive long-term fasting in land and ice-bound polar bears: Data Table,Mammals,Helicopter
106.428,Polar Bears: Morphological measurements and body condition at capture,Mammals,
106.429,Polar Bears: Adipose analyses,Mammals,Helicopter
106.432,Polar Bears: Blood analyses,Mammals,Helicopter
106.433,Polar Bears: Muscle analyses,Mammals,Helicopter
106.434,Polar Bears: Breath analyses,Mammals,Helicopter
106.435,Polar Bears: Location and movements,Mammals,Helicopter
106.436,Polar Bears: Body temperature,Mammals,Helicopter
106.437,Passive acoustic recording data from the Alaskan Beaufort Sea,Mammals,Ship
102.063,HLY-07-01 Ice Seal Aerial Surveys,Marine Mammals,
102.080,HLY-07-01 and HLY-07-02 Observations of Marine Mammals of Beringia,Marine Mammals,Ship
102.081,HLY-08-01 and HLY-08-02 Observations of Marine Mammals of Beringia,Marine Mammals,Ship
102.082,HLY-06-01 Observations of Marine Mammals of Beringia,Marine Mammals,Ship
106.310,Bowhead Whale Subsistence Sensitivity Mapping,Marine Mammals,Ship
245.B64-001,"Seabird Broad-Scale Distribution, 2008 (B64)",Marine Mammals,Ship
245.B66-001,Whale broad-scale distribution southeastern Bering Sea 2008 (B66),Marine Mammals,Ship
245.B66-002,Whale broad-scale distribution southeastern Bering Sea 2010 (B66),Marine Mammals,Ship
245.B67-003,"Pacific walrus foraging and haulout behavior collected in the central northern Bering Sea, Patch Dynamics Study (B67)",Marine Mammals,Ship
245.B67-004,Seasonal Variability in Fatty Acid and Lipid Content in the Blubber of Pacific Walruses (B67),Marine Mammals,Ship
245.B67-006,"Northern Fur Seal foraging, 2008, Patch Dynamics (B67)",Marine Mammals,Ship
245.B68-001,"Retrospective data on Fish, Birds, Mammals (B68)",Marine Mammals,Ship
245.B92-001,Top Predator Hotspot Persistence,Marine Mammals,Ship
255.010,Bowhead Whale Abundance,Marine Mammals,Manned Field Station
255.012,Walrus Monthly Foraging Utilization Distribution in the Chukchi Sea: 2008-2011,Marine Mammals,Analysis
255.041,Oil Industry Passive Acoustics Data,Marine Mammals,Ship
255.043,Oil Industry Marine Mammal Aerial Data,Marine Mammals,Helicopter
255.044,Oil Industry Marine Mammal Monitoring Data,Marine Mammals,Ship
255.045,Oil Industry Marine Mammal Ecology Data,Marine Mammals,Ship
ML.408,Mauritius Aerosol Near IR Twilight Photometer,Mauritius,
ML.409,"Mauritius Chemistry CH4, CO, NOx Measurements",Mauritius,
ML.410,Mauritius Chemistry UV Visible Spectrometer,Mauritius,
ML.411,Mauritius Radiation Multi-wavelength Radiometer,Mauritius,
113.009,Surface Weather Observation PLOWS Sector Map Imagery,Mesonet,
113.010,Iowa Mesonet Surface Map Imagery,Mesonet,
113.029,Automated Surface Observing Systems (ASOS) 1-minute Data,Mesonet,ASOS
113.038,Iowa Automated Weather Observing System (AWOS) 1-minute Data,Mesonet,AWOS
113.061,Road Weather Network Data,Mesonet,
113.062,Purdue Agriculture Automated Weather Stations,Mesonet,PAAWS
113.068,Illinois Climate Network Data,Mesonet,Illinois Climate Network
113.076,MIPS Surface Meteorological Data,Mesonet,
382.012,ASOS 5-Minute Data,Mesonet,ASOS
ML.2429,MADIS Data (netCDF format),Mesonet,
ML.2431,"GTS Surface Hourly Observations (Global, GEMPAK)",Mesonet,
ML.2432,"GTS Surface Synoptic Observations (Global, GEMPAK)",Mesonet,
ML.2433,LDM Surface METAR Data (METAR format),Mesonet,
ML.2449,Surface Weather Observation Large Scale Map Imagery,Mesonet,
ML.2456,MISS Surface Meteorological Data,Mesonet,
ML.2817,NWS Cooperative Observer Daily Data,Mesonet,
ML.2887,Surface Weather Observation Sectors Map Imagery,Mesonet,
ML.2980,MAX Surface Meteorological Data,Mesonet,
ML.2981,MIPS Hot Plate Data,Mesonet,
ML.4573,Oklahoma Mesonet Data,Mesonet,
ML.5038,"GTS LDM Surface Hourly Observations (Global, GEMPAK)",Mesonet,
ML.5039,"GTS LDM Surface Synoptic Observations (Global, GEMPAK) ",Mesonet,
ML.5040,LDM Surface METAR Data (METAR format),Mesonet,
ML.5041,MADIS Data (netCDF format) ,Mesonet,
ML.5083,UAH MIPS Surface Meteorological Data,Mesonet,
ML.5084,CSWR Weather Pod Data ,Mesonet,
ML.5085,ASOS 1-Minute Data,Mesonet,
106.ARCSS007,"Eddy Flux Data, Alaska North Slope, 1994-1996",Meteorological Tower,Flux Tower
106.ARCSS106,"Daily Air and Active Layer Temperatures From Permafrost Observatories in Alaska, 1986-2001",Meteorological Tower,Meteorological Tower
46.201,Ivotuk Climate Data - MAT Site (ASCII),Meteorological Tower,Meteorological Tower
46.2010,Ivotuk Climate Data - MAT Site (EXCEL),Meteorological Tower,Meteorological Tower
46.202,Ivotuk Flux Data - MAT Site (ASCII),Meteorological Tower,Meteorological Tower
46.2020,Ivotuk Flux Data - MAT Site (EXCEL),Meteorological Tower,Meteorological Tower
46.203,Ivotuk Climate Data - Shrub Site (ASCII),Meteorological Tower,Meteorological Tower
46.2030,Ivotuk Climate Data - Shrub Site (EXCEL),Meteorological Tower,Meteorological Tower
46.204,Ivotuk Flux Data - Shrub Site (ASCII),Meteorological Tower,Meteorological Tower
46.2040,Ivotuk Flux Data - Shrub Site (EXCEL),Meteorological Tower,Meteorological Tower
46.205,Ivotuk Climate Data - MNT Site (ASCII),Meteorological Tower,Meteorological Tower
46.2050,Ivotuk Climate Data - MNT Site (EXCEL),Meteorological Tower,Meteorological Tower
46.206,Ivotuk Flux Data - MNT Site (ASCII),Meteorological Tower,Meteorological Tower
46.2060,Ivotuk Flux Data - MNT Site (EXCEL),Meteorological Tower,Meteorological Tower
46.207,Ivotuk Climate Data - Moss Site (ASCII),Meteorological Tower,Meteorological Tower
46.2070,Ivotuk Climate Data - Moss Site (EXCEL),Meteorological Tower,Meteorological Tower
46.208,Ivotuk Flux Data - Moss Site (ASCII),Meteorological Tower,Meteorological Tower
46.2080,Ivotuk Flux Data - Moss Site (EXCEL),Meteorological Tower,Meteorological Tower
46.210,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Moist Acidic Tundra Site",Meteorological Tower,GTS Surface Platforms
46.211,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Moist Acidic Tundra Site",Meteorological Tower,GTS Surface Platforms
46.212,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Moist non-Acidic Tundra Site",Meteorological Tower,GTS Surface Platforms
46.213,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Moist non-Acidic Tundra Site",Meteorological Tower,GTS Surface Platforms
46.214,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Moss Site",Meteorological Tower,GTS Surface Platforms
46.215,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Moss Site",Meteorological Tower,GTS Surface Platforms
46.216,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Shrub Site",Meteorological Tower,GTS Surface Platforms
46.217,"Daily Average Soil, Air and Ground Temperatures - Ivotuk Shrub Site",Meteorological Tower,GTS Surface Platforms
46.218,"Hourly Average Soil, Air and Ground Temperatures - Council Forest Site",Meteorological Tower,Meteorological Tower
46.219,"Daily Average Soil, Air and Ground Temperatures - Council Forest Site",Meteorological Tower,Meteorological Tower
46.220,"Hourly Average Soil, Air and Ground Temperatures - Council Shrub Site",Meteorological Tower,Meteorological Tower
46.221,"Daily Average Soil, Air and Ground Temperatures - Council Shrub Site",Meteorological Tower,Meteorological Tower
46.222,"Hourly Average Soil, Air and Ground Temperatures - Council Tundra Site",Meteorological Tower,Meteorological Tower
46.223,"Daily Average Soil, Air and Ground Temperatures - Council Tundra Site",Meteorological Tower,Meteorological Tower
46.224,"Hourly Average Soil, Air and Ground Temperatures - Council Woodland Site",Meteorological Tower,Meteorological Tower
46.225,"Daily Average Soil, Air and Ground Temperatures - Council Woodland Site",Meteorological Tower,Meteorological Tower
46.400,Toolik Hourly Average Weather Data,Meteorological Tower,
46.401,Toolik Daily Average Weather Data,Meteorological Tower,
46.402,Toolik 3-Hourly Average Weather Data,Meteorological Tower,
46.403,Toolik 3-Hourly Average Weather Data,Meteorological Tower,
46.404,Toolik Daily Average Weather Data,Meteorological Tower,
46.405,Toolik Hourly Average Weather Data,Meteorological Tower,
46.406,Toolik Daily Average Weather Data,Meteorological Tower,
46.407,Toolik Hourly Average Weather Data,Meteorological Tower,
46.408,Toolik 3-Hourly Average Weather Data,Meteorological Tower,
46.617,Council Climate Data - Site 1 Spruce Forest (ASCII),Meteorological Tower,Meteorological Tower
46.6170,Council Climate Data - Site 1 Spruce Forest (EXCEL),Meteorological Tower,Meteorological Tower
46.6171,Council Site Characteristics,Meteorological Tower,
46.619,Council Flux Data - Site 1 Spruce Forest (ASCII),Meteorological Tower,Meteorological Tower
46.6190,Council Flux Data - Site 1 Spruce Forest (EXCEL),Meteorological Tower,Meteorological Tower
46.620,Council Climate Data - Site 2 Tundra (ASCII),Meteorological Tower,Meteorological Tower
46.6200,Council Climate Data - Site 2 Tundra (EXCEL),Meteorological Tower,Meteorological Tower
46.621,Council Flux Data - Site 2 Tundra (ASCII),Meteorological Tower,Meteorological Tower
46.6210,Council Flux Data - Site 2 Tundra (EXCEL),Meteorological Tower,Meteorological Tower
46.622,Council Climate Data - Site 3 Shrub (ASCII),Meteorological Tower,Meteorological Tower
46.6220,Council Climate Data - Site 3 Shrub (EXCEL),Meteorological Tower,Meteorological Tower
46.623,Council Flux Data - Site 3 Shrub (ASCII),Meteorological Tower,Meteorological Tower
46.6230,Council Flux Data - Site 3 Shrub (EXCEL),Meteorological Tower,Meteorological Tower
46.624,Council Climate Data - Site 4 Woodland (ASCII),Meteorological Tower,Meteorological Tower
46.6240,Council Climate Data - Site 4 Woodland (EXCEL),Meteorological Tower,Meteorological Tower
46.625,Council Flux Data - Site 4 Woodland (ASCII),Meteorological Tower,Meteorological Tower
46.6250,Council Flux Data - Site 4 Woodland (EXCEL),Meteorological Tower,Meteorological Tower
46.626,Council Climate Data - Site 6 Low Shrub (ASCII),Meteorological Tower,Meteorological Tower
46.6260,Council Climate Data - Site 6 Low Shrub (EXCEL),Meteorological Tower,Meteorological Tower
46.627,Council Flux Data - Site 6 Low Shrub (ASCII),Meteorological Tower,Meteorological Tower
46.6270,Council Flux Data - Site 6 Low Shrub (EXCEL),Meteorological Tower,Meteorological Tower
46.628,Council Climate Data - Site 8 Burned Tundra (ASCII),Meteorological Tower,Meteorological Tower
46.6280,Council Climate Data - Site 8 Burned Tundra (EXCEL),Meteorological Tower,Meteorological Tower
46.629,Council Flux Data - Site 8 Burned Tundra (ASCII),Meteorological Tower,Meteorological Tower
46.6290,Council Flux Data - Site 8 Burned Tundra (EXCEL),Meteorological Tower,Meteorological Tower
46.648,Ivotuk Flux and Climate Data (ASCII),Meteorological Tower,Flux Tower
46.649,Ivotuk Flux and Climate Data (EXCEL),Meteorological Tower,Flux Tower
46.654,Council Climate Data - Burned Tundra Site (ASCII),Meteorological Tower,Meteorological Tower
46.6540,Council Climate Data - Burned Tundra Site (EXCEL),Meteorological Tower,Meteorological Tower
46.655,Council Flux Data - Burned Tundra Site (ASCII),Meteorological Tower,Meteorological Tower
46.6550,Council Flux Data - Burned Tundra Site (EXCEL),Meteorological Tower,Meteorological Tower
46.656,Council Climate Data - Forest Site (ASCII),Meteorological Tower,Meteorological Tower
46.6560,Council Climate Data - Forest Site (EXCEL),Meteorological Tower,Meteorological Tower
46.657,Council Flux Data - Forest Site (ASCII),Meteorological Tower,Meteorological Tower
46.6570,Council Flux Data - Forest Site (EXCEL),Meteorological Tower,Meteorological Tower
46.658,Council Climate Data - Heath Site (ASCII),Meteorological Tower,Meteorological Tower
46.6580,Council Climate Data - Heath Site (EXCEL),Meteorological Tower,Meteorological Tower
46.659,Council Flux Data - Heath Site (ASCII),Meteorological Tower,Meteorological Tower
46.6590,Council Flux Data - Heath Site (EXCEL),Meteorological Tower,Meteorological Tower
46.660,Council Climate Data - NCAR ISS Tundra Site (ASCII),Meteorological Tower,Meteorological Tower
46.6600,Council Climate Data - NCAR ISS Tundra Site (EXCEL),Meteorological Tower,Meteorological Tower
46.661,Council Flux Data - NCAR ISS Tundra Site (ASCII),Meteorological Tower,Meteorological Tower
46.6610,Council Flux Data - NCAR ISS Tundra Site (EXCEL),Meteorological Tower,Meteorological Tower
46.662,Council Climate Data - Shallow Lake Site (ASCII),Meteorological Tower,Meteorological Tower
46.6620,Council Climate Data - Shallow Lake Site (EXCEL),Meteorological Tower,Meteorological Tower
46.663,Council Flux Data - Shallow Lake Site (ASCII),Meteorological Tower,Meteorological Tower
46.6630,Council Flux Data - Shallow Lake Site (EXCEL),Meteorological Tower,Meteorological Tower
46.664,Council Climate Data - Shrub Site (ASCII),Meteorological Tower,Meteorological Tower
46.6640,Council Climate Data - Shrub Site (EXCEL),Meteorological Tower,Meteorological Tower
46.665,Council Flux Data - Shrub Site (ASCII),Meteorological Tower,Meteorological Tower
46.6650,Council Flux Data - Shrub Site (EXCEL),Meteorological Tower,Meteorological Tower
46.666,Council Climate Data - Tundra Site (ASCII),Meteorological Tower,Meteorological Tower
46.6660,Council Climate Data - Tundra Site (EXCEL),Meteorological Tower,Meteorological Tower
46.667,Council Flux Data - Tundra Site (ASCII),Meteorological Tower,Meteorological Tower
46.6670,Council Flux Data - Tundra Site (EXCEL),Meteorological Tower,Meteorological Tower
46.668,Council Understory Flux Data - Spruce Forest Site (ASCII),Meteorological Tower,Meteorological Tower
46.6680,Council Understory Flux Data - Spruce Forest Site (EXCEL),Meteorological Tower,Meteorological Tower
46.669,Council Sapflow Data - Forest Site (ASCII),Meteorological Tower,Meteorological Tower
46.6690,Council Sapflow Data - Forest Site (EXCEL),Meteorological Tower,Meteorological Tower
46.768,Council Meteorological Data - Station C1,Meteorological Tower,
46.769,Council Radiation Data - Station C1,Meteorological Tower,
46.770,Council Soil Data - Station C1,Meteorological Tower,
46.771,Council Meteorological Data - Station C2,Meteorological Tower,
46.772,Council Radiation Data - Station C2,Meteorological Tower,
46.773,Council Soil Data - Station C2,Meteorological Tower,
46.774,Council Meteorological Data - Station C3,Meteorological Tower,
46.775,Council Radiation Data - Station C3,Meteorological Tower,
46.776,Council Snow Depth Data - Station C3,Meteorological Tower,
46.777,Council Soil Data - Station C3,Meteorological Tower,
46.778,Ivotuk Meteorological Data - Station Met1,Meteorological Tower,
46.779,Ivotuk Radiation Data - Station Met1,Meteorological Tower,
46.780,Ivotuk Snow Depth Data - Station Met1,Meteorological Tower,
46.781,Ivotuk Soil Data - Station Met1,Meteorological Tower,
46.782,Ivotuk Meteorological Data - Station Met2,Meteorological Tower,
46.783,Ivotuk Radiation Data - Station Met2,Meteorological Tower,
46.784,Ivotuk Snow Depth Data - Station Met2,Meteorological Tower,
46.785,Ivotuk Soil Data - Station Met2,Meteorological Tower,
46.786,Kougarok Meteorological Data - Station K1,Meteorological Tower,
46.787,Kougarok Radiation Data - Station K1,Meteorological Tower,
46.788,Kougarok Soil Data - Station K1,Meteorological Tower,
46.789,Kougarok Meteorological Data - Station K2,Meteorological Tower,
46.790,Kougarok Radiation Data - Station K2,Meteorological Tower,
46.791,Kougarok Soil Data - Station K2,Meteorological Tower,
46.792,Kougarok Meteorological Data - Station K3,Meteorological Tower,
46.793,Kougarok Radiation Data - Station K3,Meteorological Tower,
46.794,Kougarok Soil Data - Station K3,Meteorological Tower,
46.816,Council Area Soil Classification and Properties,Meteorological Tower,
46.817,Barrow Urban Heat Island Air Temperatures (Excel),Meteorological Tower,
46.818,Barrow Urban Heat Island Air Temperatures (ASCII),Meteorological Tower,
46.819,Council Temperature and Soil Moisture Data (Excel),Meteorological Tower,
46.820,Council Temperature and Soil Moisture Data (ASCII),Meteorological Tower,
102.009,HLY-07-01 SCS Underway Sensor Data,Meteorology,Ship
102.012,HLY-07-01 SCS One Minute Data,Meteorology,Ship
102.013,HLY-07-01 LDEO One Minute Averaged Data,Meteorology,Ship
102.017, USCGC Healy HLY-07-01 Ship Log - Weather Information,Meteorology,Ship
102.026,USCGC Healy HLY-08-03 Ship Log - Weather Information,Meteorology,Ship
102.028,HLY-08-01 SCS Underway Sensor Data,Meteorology,Ship
102.029,USCGC Healy HLY-08-01 Ship Log - Weather Information,Meteorology,Ship
102.033,USCGC Healy HLY-08-02 Ship Log - Weather Information,Meteorology,Ship
102.040,HLY-08-01 LDEO One Minute Averaged Data,Meteorology,Ship
102.044,HLY-08-02 LDEO One Minute Averaged Data,Meteorology,Ship
102.049,HLY-08-02 SCS Underway Sensor Data,Meteorology,Ship
102.071,HLY-08-03 SCS Underway Sensor Data,Meteorology,Ship
102.073,HLY-08-03 LDEO One Minute Averaged Data,Meteorology,Ship
102.094,HLY-09-01 LDEO One Minute Averaged Data,Meteorology,Ship
102.099,USCGC Healy HLY-09-01 Ship Log - Weather Information,Meteorology,Ship
102.102,HLY-09-01 SCS Underway Sensor Data,Meteorology,Ship
102.106,HLY-09-02 LDEO One Minute Averaged Data,Meteorology,Ship
102.110,USCGC Healy HLY-09-02 Ship Log - Weather Information,Meteorology,Ship
102.112,HLY-09-02 SCS Underway Sensor Data,Meteorology,Ship
102.128,HLY-07-02 LDEO One Minute Averaged Data,Meteorology,Ship
102.131,KN195-10 Underway Sensor Data,Meteorology,Ship
102.151,HLY-06-01 SCS Underway Sensor Data,Meteorology,Ship
102.153,USCGC Healy HLY-06-01 Ship Log - Weather Information,Meteorology,Ship
102.169,PSEA-10-01 SCS Underway Sensor Data,Meteorology,Ship
102.171,USCGC Polar Sea PSEA-10-01 Ship Log - Weather Information,Meteorology,Ship
102.174,PSEA-10-01 One Minute Averaged Data,Meteorology,Ship
102.186,TN249 DAS/IMET Data,Meteorology,Ship
102.187,TN249 Bridge Logs,Meteorology,Ship
102.192,TN250 DAS/IMET Data,Meteorology,Ship
102.213,USCGC Healy HLY-07-02 Ship Log - Weather Information,Meteorology,Ship
102.215,HLY-07-02 SCS Underway Sensor Data,Meteorology,Ship
103.024,Boundary Layer Height Estimates,Meteorology,"Aircraft, NSF/NCAR C-130"
106.223,Agashashok Microclimate,Meteorology,Meteorological Tower
106.236,"Winter Precipitation, Sublimation, and Snow-Depth in the Pan-Arctic",Meteorology,Tower
106.238,Daily Precipitation From Monthly Station Records And Disaggregation,Meteorology,
106.239,Daily Precipitation From Statistical Reconstructions,Meteorology,
106.241,Precipitation From ERA-40 Re-analysis,Meteorology,
106.242,NCEP Reanalysis Vapor Pressure,Meteorology,
106.244,NCEP Reanalysis Wind Direction ,Meteorology,
106.245,NCEP Reanalysis Wind Speed,Meteorology,
106.251,Daily Simulated runoff from Pan-Arctic Water Balance Model,Meteorology,
106.252,Snow Water Equivalent,Meteorology,
106.253,"Daily Temperature, Topographically Adjusted",Meteorology,
106.254,NCEP Reanalysis Temperature,Meteorology,
106.255,NCEP Reanalysis Maximum Temperature,Meteorology,
106.256,NCEP Reanalysis Minimum Temperature,Meteorology,
106.257,2m Air Temperature From ERA-40 Re-analysis,Meteorology,
106.260,SSM/I Freeze Thaw 5-day Composites,Meteorology,
106.328,Barrow Area NonGis Data and Tramline Pictures,Meteorology,Robotic Tram System
106.370,Meteorology measurements during OASIS Barrow field intensive Spring 2009,Meteorology,Manned Field Station
106.403,Temperature and Radiation Observation for Alaskan Shrub Tundra,Meteorology,
106.442,Barrow Area Remote Sensing- MET Data,Meteorology,Meteorological Tower
106.448,"Understanding Climate-Driven Phenological Change - Observations, Adaptations and Cultural Implications in Northeastern Siberia and Labrador/Nunatsiavut (PHENARC)",Meteorology,
