project,archive_ident,title,Summary
BEST,102.051,HLY-08-02 POES Satellite Images [Ashjian/LDEO],"This dataset includes images from the National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental satellites (POES). The images are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0802 (late spring) cruise. The images are from the NOAA-17 and NOAA-18 satellites and include 1 km visible and infrared (IR), and 4 km visible and ir products. The images are in jpeg format."
BEST,102.053,"HLY-08-01 TeraScan AVHRR Satellite Data [Cooper, L./LDEO]",This dataset includes Advanced Very High Resolution Radiometer (AVHRR) data from the SeaSpace TeraScan System. The data are from the NOAA-17 and NOAA-18 National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES). The data are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0801 (early spring) cruise. These files are in Terascan Data format.
BEST,102.054,"HLY-08-01 TeraScan DMSP Satellite Data [Cooper, L./LDEO]","This dataset includes Defense Meteorological Satellites Program (DMSP) data from the SeaSpace TeraScan System. The data are from the F12, F13, F14, F15, F16 and F17 DMSP satellites. The data are from the satellite passes that occurred over the Bering Sea during the BEST 2008 0801 (early spring) cruise. These files are in Terascan Data format."
BEST,102.055,HLY-08-02 TeraScan DMSP Satellite Data [Ashjian/LDEO],"This dataset includes Defense Meteorological Satellites Program (DMSP) data from the SeaSpace TeraScan System. The data are from the F12, F13, F14, F15, F16 and F17 DMSP satellites. The data are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0802 (late spring) cruise. These files are in TeraScan Data format."
BEST,102.061,HLY-08-02 Microplankton Images,"This dataset includes JPEG images of ice algae, phytoplankton, and heterotrophic protists taken from samples collected during the US Coast Guard Cutter Healy HLY0802 long spring sea ice cruise that took place between March and May 2008."
BEST,102.064,HLY-08-03 TeraScan DMSP Satellite Data [Sambrotto/LDEO],"This dataset includes Defense Meteorological Satellites Program (DMSP) data from the SeaSpace TeraScan System. The data are from the F12, F13, F14, F15 and F16 DMSP satellites. The data are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0803 (summer) cruise. These files are in TeraScan Data format. The individual data files have been collected into tar files by day."
BEST,102.065,HLY-08-03 TeraScan AVHRR Satellite Data [Sambrotto/LDEO],This dataset includes Advanced Very High Resolution Radiometer (AVHRR) data from the SeaSpace TeraScan System. The data are from the National Oceanic and Atmospheric Administration (NOAA) NOAA-17 and NOAA-18 Polar Orbiting Environmental Satellites (POES). The data are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0803 (summer) cruise. These files are in TeraScan Data format. The individual data files have been collected into tar files by day.
BEST,102.066,HLY-08-02 TeraScan AVHRR Satellite Data [Ashjian/LDEO],This dataset includes Advanced Very High Resolution Radiometer (AVHRR) data from the SeaSpace TeraScan System. The data are from the National Oceanic and Atmospheric Administration (NOAA) NOAA-17 and NOAA-18 Polar Orbiting Environmental Satellites (POES). The data are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0802 (late spring) cruise. These files are in TeraScan Data format.
BEST,102.068,HLY-08-03 Aloftcon Camera Images [Sambrotto/LDEO],This dataset includes images from the AloftCon web camera on the US Coast Guard Cutter Healy taken during the BEST 2008 0803 (summer) cruise. The images are taken every 5 minutes and are in jpeg format.
BEST,102.069,HLY-08-03 Fantail Camera Images [Sambrotto/LDEO],This dataset includes images from the Fantail web camera on the US Coast Guard Cutter Healy taken during the BEST 2008 0803 (summer) cruise. The images are taken every 5 minutes and are in jpeg format.
BEST,102.070,HLY-08-03 Raw Seabeam Data [Sambrotto/LDEO],This dataset includes raw binary data from the Seabeam 2112 instrument onboard the US Coast Guard Cutter Healy during the BEST 2008 0803 (summer) cruise. There is one tar file for each day. The data are best accessed using the MB-System software. The data use the mb41 multibeam format.
BEST,102.072,HLY-08-03 Raw 150 KHz ADCP Data [Sambrotto/LDEO],"This dataset includes data from the 150 KHz ADCP system onboard the US Coast Guard Cutter Healy during the BEST 2008 0803 (summer) cruise. The ADCP system measures currents in the depth range from about 30 to 300 m in good weather. In bad weather or in ice, the range is less, and sometimes no valid measurements are made. The individual data files have been collected into tar files by day according to the sequence number. The following is the list of file extensions and their meaning of the data files contained in the tar files: 
ENR - Raw Binary ADCP Data;
ENS - Binary ADCP Data;
ENX - Binary Ensemble Data;
STA - Short Term Averaged Data;
LTA - Long Term Averaged Data;
N1R - Raw NMEA ASCII Data;
N2R - Raw NMEA ASCII Data;
NMS - Averaged Nav Data 
"
BEST,102.073,HLY-08-03 LDEO One Minute Averaged Data [Sambrotto/LDEO],This dataset includes data from the underway instruments onboard the US Coast Guard Cutter Healy during the BEST 2008 0803 (summer) cruise. The data are summarized into an averaged one minute data file by the LDEO technician. The file takes the average value centered around the minute (30 seconds on either side of the whole minute). Included in this dataset are shapefiles and a csv file of the averaged data. There is also a file of distances in csv format.
BEST,102.075,HLY-08-03 DMSP Satellite Images [Sambrotto/LDEO],"This dataset includes images from the Defense Meteorological Satellites Program (DMSP) satellites. The images are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0803 (summer) cruise. The images are from the F12, F13, F14, F15 and F16 satellites and include 1 km visible, 4 km visible and infrared (IR), and total ice products and are in jpeg format."
BEST,102.076,HLY-08-03 POES Satellite Images [Sambrotto/LDEO],"This dataset includes images from the National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES). The images are from the satellite passes that occurred over the Bering Sea during the US Coast Guard Cutter Healy BEST 2008 0803 (summer) cruise. The images are from the NOAA-17 and NOAA-18 satellites and include 1 km visible and infrared (IR), and 4 km visible and IR products. The images are in jpeg format."
BEST,102.080,"HLY-07-01 and HLY-07-02 Observations of Marine Mammals of Beringia [Ray, G.C.]","This dataset contains marine mammal observations onboard the US Coast Guard Cutter Healy during the 2007 0701 and 0702 cruises in the Bering Sea. The objective of this project has been to observe marine mammals in the context of their sea-ice seascape habitat. Emphasis has been placed on the winter-spring period during which Pacific walruses and ribbon seals use sea ice for reproduction, molting, rest, and as a platform for feeding and migration. The thesis is that marine mammals partition sea-ice habitat according to their life-history requirements: for Pacific walruses, broken pack and for ribbon seals loose pack provide this habitat. The data files are in Excel, csv and jpg format."
BEST,102.081,"HLY-08-01 and HLY-08-02 Observations of Marine Mammals of Beringia [Ray, G.C.]","This dataset contains marine mammal observations onboard the US Coast Guard Cutter Healy during the 2008 0801 and 0802 cruises in the Bering Sea. The objective of this project has been to observe marine mammals in the context of their sea-ice seascape habitat. Emphasis has been placed on the winter-spring period during which Pacific walruses and ribbon seals use sea ice for reproduction, molting, rest, and as a platform for feeding and migration. The thesis is that marine mammals partition sea-ice habitat according to their life-history requirements: for Pacific walruses, broken pack and for ribbon seals loose pack provide this habitat. The data files are in Excel, csv and jpg format."
BEST,102.082,"HLY-06-01 Observations of Marine Mammals of Beringia [Ray, G.C.]","This dataset contains marine mammal observations onboard the US Coast Guard Cutter Healy during the 2006 0601 cruise. The objective of this project has been to observe marine mammals in the context of their sea-ice seascape habitat. Emphasis has been placed on the winter-spring period during which Pacific walruses and ribbon seals use sea ice for reproduction, molting, rest, and as a platform for feeding and migration. The thesis is that marine mammals partition sea-ice habitat according to their life-history requirements: for Pacific walruses, broken pack and for ribbon seals loose pack provide this habitat. The observations in this dataset were not conducted during a BEST cruise, but are included here with the other observations during the BEST cruises for the continuous story. The data files are in Excel, csv and jpg format."
BEST,102.083,HLY-08-02 Microzooplankton stocks and grazing rates,"The data on this spreadsheet were collected aboard the US Coast Guard Cutter Healy during the 2008 Long Spring sea ice BEST cruise. The data measure microzooplankton (15-200 um phagotrophic protist) abundance, carbon biomass and community composition, and grazing impact on phytoplankton via dilution assays."
BEST,102.084,"HLY-09-01 Raw Knudsen 320B/R Depth Sounder Data [Cooper, L./LDEO]","This dataset includes data from the Knudsen 320B/R Depth Sounder system onboard the U.S. Coast Guard Cutter Healy during the Bering Sea Ecosystem Study (BEST) 2009 0901 (early spring) cruise. The Knudsen depth sounder records the 3 - 6 kHz data (Sub Bottom Profile) underway. The following is a list of the file extensions and their meaning:

.keb - Binary Knudsen Playback File

.kea - ASCII log of depth, settings and environmental data

.sgy - Binary SEG-Y extended Seismic format.

These files are available in tar files by day."
BEST,102.085,"HLY-09-01 Raw 75 KHz ADCP Data [Cooper, L./LDEO]","This dataset includes data from the 75 KHz ADCP system onboard the U.S. Coast Guard Cutter Healy during the BEST 2009 0901 (early spring) cruise. The ADCP system measures currents in the depth range from about 30 to 300 m in good weather. In bad weather or in ice, the range is less, and sometimes no valid measurements are made. The individual data files have been collected into tar files by day according to the sequence number. The following is the list of file extensions and their meaning for the data files contained in the tar files: 
ENR - Raw Binary ADCP Data
ENS - Binary ADCP Data
ENX - Binary Ensemble Data
STA - Short Term Averaged Data
LTA - Long Term Averaged Data
N1R - Raw NMEA ASCII Data
NMS - Averaged Nav Data "
BEST,102.086,"HLY-09-01 TeraScan Raw DMSP Satellite Data [Cooper, L./LDEO]","This dataset includes raw data from the SeaSpace TeraScan System. The data are from the F13, F14, F15, F16 and F17 Defense Meteorological Satellites Program (DMSP) satellites. The data are from the satellite passes that occurred over the Bering Sea during the BEST 2009 0901 (early spring) cruise onboard the U.S. Coast Guard Cutter Healy. The individual data files have been collected into tar files by day."
BEST,102.087,"HLY-09-01 TeraScan Raw HRPT Satellite Data [Cooper, L./LDEO]","This dataset includes raw data from the SeaSpace TeraScan System. The data are from the High Resolution Picture Transmission (HRPT) service provided by the National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES), NOAA-15, NOAA-17, NOAA-18 and NOAA-19. The data are from the satellite passes that occurred over the Bering Sea during the BEST 2009 HLY0901 (early spring) cruise onboard the U.S. Coast Guard Cutter Healy. The individual data files have been collected into tar files by day."
BEST,102.088,"HLY-09-01 TeraScan DMSP Satellite Data [Cooper, L./LDEO]","This dataset includes Defense Meteorological Satellites Program (DMSP) data from the SeaSpace TeraScan System. The data are from the F13, F14, F15, F16 and F17 DMSP satellites. The data are from the satellite passes that occurred over the Bering Sea during the BEST 2009 0901 (early spring) cruise onboard the U.S. Coast Guard Cutter Healy. The individual data files have been collected into tar files by day. The data files are in TeraScan Data format and there are also some tif images included."
BEST,102.089,"HLY-09-01 TeraScan HRPT Satellite Data [Cooper, L./LDEO]","This dataset includes Advanced Very High Resolution Radiometer (AVHRR) data from the SeaSpace TeraScan System. The data are from the High Resolution Picture Transmission (HRPT) service provided by the National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES) NOAA-15, NOAA-17, NOAA-18 and NOAA-19. The data are from the satellite passes that occurred over the Bering Sea during the BEST 2009 HLY0901 (early spring) cruise onboard the U.S. Coast Guard Cutter Healy. These files are in TeraScan Data format and there are also some tif images included."
BEST,102.090,"HLY-09-01 DMSP Satellite Images [Cooper, L./LDEO]","This dataset includes images from the Defense Meteorological Satellites Program (DMSP) satellites. The images are from the satellite passes that occurred over the Bering Sea during the BEST 2009 0901 (early spring) cruise onboard the U.S. Coast Guard Cutter Healy. The images are from the F13, F14, F15, F16 and F17 satellites and include 1 km visible, 4 km visible and infrared (IR), and total ice products. The images are in jpg format."
BEST,102.091,"HLY-09-01 HRPT Satellite Images [Cooper, L./LDEO]","This dataset includes High Resolution Picture Transmission (HRPT) images from the National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES). The images are from the satellite passes that occurred over the Bering Sea during the BEST 2009 0901 (early spring) cruise onboard the U.S. Coast Guard Cutter Healy. The images are from the NOAA-15, NOAA-17, NOAA-18 and NOAA-19 satellites and include 1 km visible and infrared (IR), and 4 km visible and IR products. The images are in jpg format."
BEST,102.092,"HLY-09-01 Aloftcon Camera Images [Cooper, L./LDEO]",This dataset includes images from the AloftCon web camera on the U.S. Coast Guard Cutter Healy during the 2009 Bering Sea Ecosystem Study (BEST) 0901 (early spring) cruise. The images are taken every 5 minutes and are in jpg format.
BEST,102.093,"HLY-09-01 Fantail Camera Images [Cooper, L./LDEO]",This dataset includes images from the Fantail web camera on the U.S. Coast Guard Cutter Healy during the 2009 Bering Sea Ecosystem Study (BEST) 0901 (early spring) cruise. The images are taken every 5 minutes and are in jpg format.
BEST,102.094,"HLY-09-01 LDEO One Minute Averaged Data [Cooper, L./LDEO]",This dataset includes data from the underway instruments onboard the U.S. Coast Guard Cutter Healy during the Bering Sea Ecosystem Study (BEST) 2009 0901 (early spring) cruise. The data are summarized into an averaged one minute data file by the LDEO technician. The file takes the average value centered around the minute (30 seconds on either side of the whole minute). Included in this dataset are shapefiles and a csv file of the averaged data. There is also a file of distances in csv format.
BEST,102.098,USCGC Healy HLY-09-01 Ship Log - Navigation Information [US Coast Guard],This dataset includes files of navigation data recorded by the US Coast Guard onboard the US Coast Guard Cutter Healy during the BEST 2009 0901 (early spring) cruise. These files are in Excel Spreadsheet format.
BEST,102.099,USCGC Healy HLY-09-01 Ship Log - Weather Information [US Coast Guard],This dataset includes files of weather data recorded by the US Coast Guard onboard the US Coast Guard Cutter Healy during the BEST 2009 0901 (early spring) cruise. These files are in Excel Spreadsheet format.
BEST,102.100,USCGC Healy HLY-09-01 Ship Log - Science Events Information [US Coast Guard],This dataset includes lists of science events as recorded by the US Coast Guard onboard the US Coast Guard Cutter Healy during the BEST 2009 0901 (early spring) cruise. The files are in Excel Spreadsheet format.
BEST,102.104,"HLY-09-01 Elog Event Data [Cooper, L./LDEO]","This dataset contains the technician's narrative of important events which occurred both to the network and to individual sensors onboard the U.S. Coast Guard Cutter Healy during the Bering Sea Ecosystem Study (BEST) 2009 0901 (early spring) cruise. The data files are in html, txt and xml formats."
BEST,102.105,"HLY-09-01 XBT Data [Cooper, L./LDEO]","This dataset includes Expendable Bathythermograph (XBT) data logged onboard the U.S. Coast Guard Cutter Healy during the BEST 2009 0901 (early spring) cruise. The following is a list of the file extensions and their meaning: 
.asc - ASCII data with detailed header;
.csv - ASCII comma separated data;
.jjv - ASCII parameter file;
.nc - NetCDF data;
.xbt - ASCII header file 
"
BEST,102.106,HLY-09-02 LDEO One Minute Averaged Data [Ashjian/LDEO],This dataset includes data from the underway instruments onboard the U.S. Coast Guard Cutter Healy during the Bering Sea Ecosystem Study (BEST) 2009 0902 (late spring) cruise. The data are summarized into an averaged one minute data file by the LDEO technician. The file takes the average value centered around the minute (30 seconds on either side of the whole minute). Included in this dataset are shapefiles and a csv file of the averaged data. There is also a file of distances in csv format.
BEST,102.107,HLY-09-02 Aloftcon Camera Images [Ashjian/LDEO],This dataset includes images from the AloftCon web camera on the U.S. Coast Guard Cutter Healy during the 2009 Bering Sea Ecosystem Study (BEST) 0902 (late spring) cruise. The images are taken every 5 minutes and are in jpg format.
BEST,102.108,HLY-09-02 Fantail Camera Images [Ashjian/LDEO],This dataset includes images from the Fantail web camera on the U.S. Coast Guard Cutter Healy during the 2009 Bering Sea Ecosystem Study (BEST) 0902 (late spring) cruise. The images are taken every 5 minutes and are in jpg format.
BEST,102.109,USCGC Healy HLY-09-02 Ship Log - Navigation Information [US Coast Guard],This dataset includes files of navigation data recorded by the U.S. Coast Guard onboard the U.S. Coast Guard Cutter Healy during the Bering Sea Ecosystem Study (BEST) 2009 0902 (late spring) cruise. These files are in Excel Spreadsheet format. 
BEST,102.110,USCGC Healy HLY-09-02 Ship Log - Weather Information [US Coast Guard],This dataset includes files of weather data recorded by the U.S. Coast Guard onboard the U.S. Coast Guard Cutter Healy during the Bering Sea Ecosystem Study (BEST) 2009 0902 (late spring) cruise. These files are in Excel Spreadsheet format. 
BEST,102.111,USCGC Healy HLY-09-02 Ship Log - Science Events Information [US Coast Guard],This dataset includes lists of science events as recorded by the U.S. Coast Guard onboard the U.S. Coast Guard Cutter Healy during the Bering Sea Ecosystem Study (BEST) 2009 0902 (late spring) cruise. The files are in Excel Spreadsheet format. 
BEST,102.114,HLY-09-02 HRPT Satellite Images [Ashjian/LDEO],"This dataset includes High Resolution Picture Transmission (HRPT) images from the National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES). The images are from the satellite passes that occurred over the Bering Sea during the BEST 2009 0902 (late spring) cruise onboard the U.S. Coast Guard Cutter Healy. The images are from the NOAA-15, NOAA-17, NOAA-18 and NOAA-19 satellites and include 1 km visible and infrared (IR), and 4 km visible and IR products. The images are in jpg format."
BEST,102.115,HLY-09-02 Raw 75 KHz ADCP Data [Ashjian/LDEO],"This dataset includes data from the 75 KHz ADCP system onboard the U.S. Coast Guard Cutter Healy during the BEST 2009 0902 (late spring) cruise. The ADCP system measures currents in the depth range from about 30 to 300 m in good weather. In bad weather or in ice, the range is less, and sometimes no valid measurements are made. The individual data files have been collected into tar files by day according to the sequence number. The following is the list of file extensions and their meaning for the data files contained in the tar files:

ENR - Raw Binary ADCP Data;

ENS - Binary ADCP Data;

ENX - Binary Ensemble Data;

STA - Short Term Averaged Data;

LTA - Long Term Averaged Data;

N1R - Raw NMEA ASCII Data;

N2R - Raw NMEA ASCII Data;

NMS - Averaged Nav Data"
BEST,102.116,HLY-09-02 Raw 150 KHz ADCP Data [Ashjian/LDEO],"This dataset includes data from the 150 KHz ADCP system onboard the U.S. Coast Guard Cutter Healy during the BEST 2009 0902 (late spring) cruise. The ADCP system measures currents in the depth range from about 30 to 300 m in good weather. In bad weather or in ice, the range is less, and sometimes no valid measurements are made. The individual data files have been collected into tar files by day according to the sequence number. The following is the list of file extensions and their meaning for the data files contained in the tar files:

ENR - Raw Binary ADCP Data;

ENS - Binary ADCP Data;

ENX - Binary Ensemble Data;

STA - Short Term Averaged Data;

LTA - Long Term Averaged Data;

N1R - Raw NMEA ASCII Data;

N2R - Raw NMEA ASCII Data;

NMS - Averaged Nav Data"
BEST,102.117,HLY-09-02 TeraScan DMSP Satellite Data [Ashjian/LDEO],"This dataset includes Defense Meteorological Satellites Program (DMSP) data from the SeaSpace TeraScan System. The data are from the F13, F14, F15, F16 and F17 DMSP satellites. The data are from the satellite passes that occurred over the Bering Sea during the BEST 2009 0902 (late spring) cruise onboard the U.S. Coast Guard Cutter Healy. The individual data files have been collected into tar files by day. The data files are in TeraScan Data format."
BEST,102.118,HLY-09-02 TeraScan HRPT Satellite Data [Ashjian/LDEO],"This dataset includes High Resolution Picture Transmission (HRPT) data from the SeaSpace TeraScan System. The data are from the NOAA-15, NOAA-17, NOAA-18 and NOAA-19 National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES). The data are from the satellite passes that occurred over the Bering Sea during the BEST 2009 0902 (late spring) cruise onboard the U.S. Coast Guard Cutter Healy. Most of the files are in TeraScan format, with some tif images included. The individual data files have been collected into tar files by day."
BEST,102.119,HLY-09-02 Elog Event Data [Ashjian/LDEO],"This dataset contains the technician's narrative of important events which occurred both to the network and to individual sensors onboard the U.S. Coast Guard Cutter (USCGC) Healy during the BEST 2009 0902 (late spring) cruise. The data files are in html, pdf, txt and xml formats."
BEST,102.127,HLY-08-02 Calanus marshallae/glacialis Egg Production Rates,This dataset contains EPR rates for Calanus marshallae/glacialis. The data are provided in an Excel spreadsheet and an accompanying word document describing the methods.
BEST,102.128,HLY-07-02 LDEO One Minute Averaged Data [Grebmeier/LDEO],"This dataset includes data from the underway instruments onboard the U.S. Coast Guard Cutter Healy during the 2007 0702 cruise. The data are summarized into an averaged one minute data file by the LDEO technician. The file takes the average value centered around the minute (30 seconds on either side of the whole minute). Included in this dataset are shapefiles and a csv file of the averaged data. There is also a file of distances in csv format. This cruise was not a BEST project cruise, but the data are included here for historical purposes."
BEST,102.129,KN195-10 Raw Knudsen 320B/R Depth Sounder Data [Sambrotto/WHOI],"This dataset includes data from the Knudsen 320B/R Depth Sounder system onboard the UNOLS R/V Knorr ship during the BEST 2009 195-10 (summer) cruise. The Knudsen depth sounder records the 3 - 6 kHz data (Sub Bottom Profile) underway. The following is a list of the file extensions and their meaning:

.keb - Binary Knudsen Playback File

.kea - ASCII log of depth, settings and environmental data."
BEST,102.130,KN195-10 Gravimeter Data [Sambrotto/WHOI],This dataset includes data from the Gravimeter system onboard the UNOLS R/V Knorr ship during the BEST 2009 195-10 (summer) cruise.
BEST,102.131,KN195-10 Underway Sensor Data [Sambrotto/WHOI],"This dataset includes data from the underway sensors onboard the UNOLS R/V Knorr ship during the BEST 2009 195-10 (summer) cruise. The following is a list of the file extensions and their meaning:



.csv - comma delimited data recorded at one minute intervals

.dat - data values recorded as they come into the ship's underway system."
BEST,102.132,KN195-10 Ship Track Data [Sambrotto/WHOI],This dataset includes data from the underway systems onboard the UNOLS R/V Knorr ship during the BEST 2009 195-10 (summer) cruise. The data files are derived from the ship's underway data feed and contain data for plotting the ship's track. The files are in ASCII format.
BEST,102.143,HLY-08-02 Thorium-234 and Uranium-238 Distributions in the Bering Sea,"The data in the accompanying dataset (Moran Th/U HLY0802.xls) includes data corresponding to samples collected by the Moran Geochemistry Lab on the spring leg of the Bering Sea Ecosystem Study-Bering Sea Integrated Ecosystem Research Program (BEST-BSIERP) study from 31 March 2008 to 05 May 2008 aboard the US Coast Guard Cutter Healy (WAGB-20). Data are organized by station and sample depth, with station position (latitude and longitude) also included. This dataset includes the following: Total 234Th, and dissolved 238U activities. These radionuclides are reported in units of dpm (disintegrations per minute) L-1. In addition are the deployment and recovery dates and positions."
BEST,102.144,HLY-08-03 Thorium-234 and Uranium-238 Distributions in the Bering Sea,"The data in the accompanying dataset includes samples collected by the Moran Geochemistry Lab on the spring leg of the Bering Sea Ecosystem Study-Bering Sea Integrated Ecosystem Research Program (BEST-BSIERP) study from 04 July 2008 to 30 July 2008 aboard the US Coast Guard Cutter Healy (WAGB-20). Data are organized by station and sample depth, with station position (latitude and longitude) also included. 
This dataset includes the following: Total 234Th and dissolved 238U activities. These radionuclides are reported in units of dpm (disintegrations per minute) L-1. In addition are the deployment and recovery dates and positions."
BEST,102.146,"HLY-08-03 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea","The data in the dataset corresponds to samples collected by the Moran Geochemistry Lab on the summer leg of the Bering Sea Ecosystem Study-Bering Sea Integrated Ecosystem Research Program (BEST-BSIERP) study from 04 July 2008 to 30 July 2008 aboard the US Coast Guard Cutter Healy (WAGB-20). Data are organized by station and sample depth, with station position (latitude and longitude) also included. 
This dataset includes the following: 234Th, particulate organic carbon (POC) and particulate organic nitrogen (PON) vertical fluxes. The thorium fluxes are in units of dpm (disintegrations per minute) m-2 d-1. POC and PON fluxes are in units of mmol m-2 d-1. In addition are the deployment and recovery times and positions."
BEST,102.014,"HLY-07-01 Bottle and Nutrient Data (ASCII) [Mordy, C.]",This dataset includes nutrient data merged with the bottle data from the 2007 Bering Sea Ecosystem Study (BEST) cruise aboard the US Coast Guard Cutter Healy (HLY-07-01). These data are preliminary.
BEST,102.0140,"HLY-07-01 Bottle and Nutrient Data (Excel) [Mordy, C.]",This dataset includes nutrient data merged with the bottle data from the 2007 Bering Sea Ecosystem Study (BEST) cruise aboard the USCGC Healy (HLY-07-01). These data are preliminary.
BEST,102.015,"HLY-07-01 EK60 Acoustic Backscatter Data [DeRobertis, A.]",This dataset includes Acoustic Backscatter Data taken during the US Coast Guard Cutter Healy 2007 cruise which occurred between 09 April and 12 May. The data are provided in csv text format and figures are included in the PDF document. See the documentation for additional information.
BEST,102.019,HLY-07-01 Nitrogen Productivity and Supply,"This data collection consists of measurements made on particles filtered from seawater during cruise 0701 of the US Coast Guard Cutter Healy during the first cruise of the NSF sponsored Bering Ecosystem Study Program (BEST). This project is measuring new (nitrate) and regenerated nitrogen production directly with tracer incubation measurements in ice-impacted and ice-free regions of the eastern Bering Sea. Measurements of particulate organic carbon (POC) and particulate nitrogen (PN), as well as nitrate and ammonium productivity (NO3  NH4) were made using an ANCA elemental combustion unit and a Europa 20-20 mass spectrometer at Lamont-Doherty."
BEST,102.020,HLY-07-01 Iron Data,"This dataset includes dissolved and total Fe concentrations for depths and for ice cores from the 2007 Bering Sea Ecosystem Study (BEST) cruise aboard the US Coast Guard Cutter Healy (HLY-07-01). The data file is duplicated in three files of formats: Excel, comma separated text, and tab separated text."
BEST,102.024,"HLY-07-01 Sediment Oxygen Flux Data [Devol, A.]",This dataset contains the sediment oxygen flux data from the US Coast Guard Cutter Healy BEST 2007 cruise (HLY-0701).
BEST,102.025,"HLY-07-01 Pore Water Nutrient Data [Devol, A.]",This dataset contains the pore water nutrient data from the US Coast Guard Cutter Healy BEST 2007 cruise (HLY-0701).
BEST,102.078,"HLY-07-01 Nitrate Isotope Data [Granger, J.]",This dataset contains the nitrate isotope data from the Bering Sea Ecosystem Study (BEST) 2007 cruise onboard the US Coast Guard Cutter Healy. These data are in Excel format.
BEST,102.079,Spring Chlorophyll Concentrations on the Eastern Bering Sea Shelf,"The eastern Bering Sea shelf supports productive marine ecosystems with extraordinarily valuable fisheries and subsistence resources, but sub-arctic seas are predicted to be one of the regions most sensitive to future warming of the world's oceans. Some of the most direct effects of changing climate will be on the extent, duration and timing of sea-ice over the Bering Sea shelf. Sea-ice controls the timing of the spring phytoplankton bloom, the fate of primary production, water column temperature and salinity, and provides a haul out and molting platform for marine mammals. Thus, the most urgent priority of the Bering Sea Ecosystem Study (BEST) is to examine the role of changing sea-ice conditions on the chemical, physical, and biological characteristics of the ecosystem. The first BEST cruise was scheduled on the US Coast Guard Cutter Healy in April-May 2007, however, physical observations, water column nutrient chemistry, and zooplankton distribution / abundance were not among the ecosystem components funded in the first call for proposals. Project ARC-0722448 funded by NSF after the first call for BEST proposals filled this gap in chlorophyll collections until the remainder of BEST projects could be assembled in 2008."
BEST,102.095,HLY0601 Master Station,"This dataset contains measurements at each station of benthic parameters, including bottom water parameters (e.g., temperature, salinity), benthic chlorophyll-a values (bottom water chlorophyll-a, integrated water column chlorophyll-a, sediment chlorophyll-a), benthic faunal parameters (abundance, biomass (g/m2), biomass (gC/m2), number of taxa), sediment grain size values, total organic carbon (TOC), TON, C/N, and sediment oxygen uptake rates. Samples included in this dataset were collected from May 9-June 3, 2006 from the United States Coast Guard Icebreaker Healy (WAGB-20). Samples collected on the Healy were funded through the National Science Foundation Bering Sea Ecosystem Study (BEST) program."
BEST,102.096,HLY0601 Benthic Summary,"This dataset contains measurements of benthic infauna at each station, parameters (abundance, biomass (g/m2), biomass (gC/m2), number of taxa) and the top ranked family/species that contribute to overall station infaunal parameters. Samples included in this dataset were collected from May 9-June 3, 2006 from the United States Coast Guard Icebreaker Healy (WAGB-20). Samples collected on the Healy were funded through the National Science Foundation."
BEST,102.097,HLY0702 master station,"This dataset contains measurements at each station of benthic parameters, including bottom water parameters (e.g., temperature, salinity), benthic chlorophyll-a values (bottom water chlorophyll-a, integrated water column chlorophyll-a, sediment chlorophyll-a), benthic faunal parameters (abundance, biomass (g/m2), biomass (gC/m2), number of taxa), sediment grain size values, Total organic carbon (TOC), TON, C/N, and sediment oxygen uptake rates. Samples included in this dataset were collected from May 18-June 16, 2007 from the United States Coast Guard Icebreaker Healy (WAGB-20). Samples collected on the Healy were funded through the National Science Foundation."
BEST,102.140,HLY-07-01 TeraScan HRPT Satellite Data [Sambrotto/LDEO],"This dataset includes High Resolution Picture Transmission (HRPT) data from the SeaSpace TeraScan System. The data are from the NOAA-12, NOAA-14, NOAA-17 and NOAA-18 National Oceanic and Atmospheric Administration (NOAA) Polar Orbiting Environmental Satellites (POES). The data are from the satellite passes that occurred over the Bering Sea during the BEST 2007 HLY0701 cruise onboard the .United States Coast Guard Icebreaker Healy. These data files are in TeraScan format."
